SPAN = 4600 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
550,"6.64
2.65
11.61","7.98
2.81
12.37","8.07
3.00
12.86","9.09
3.17
13.88","9.60
3.40
14.55","10.40
3.58
15.27","11.09
3.78
15.86","11.64
3.97
16.48","12.01
4.16
17.00","12.61
4.36
17.68","13.47
4.54
18.24","14.15
4.77
19.15","14.15
4.95
19.69"
600,"7.36
3.25
11.76","8.84
3.44
12.67","8.95
3.67
13.16","10.07
3.89
14.15","10.64
4.17
14.73","11.53
4.39
15.44","12.29
4.64
16.03","12.90
4.87
16.72","13.31
5.10
17.24","13.98
5.35
18.10","14.93
5.57
18.82","15.19
5.85
19.48","15.19
6.07
20.01"
650,"8.02
3.85
12.15","9.63
4.08
12.94","9.74
4.35
13.62","10.97
4.62
14.39","11.49
4.95
14.97","12.56
5.20
15.76","13.38
5.50
16.35","14.05
5.77
17.16","14.50
6.05
17.68","15.23
6.34
18.58","16.16
6.60
19.30","16.16
6.92
19.95","16.16
7.19
20.49"
700,"8.67
4.50
12.56","10.41
4.78
13.46","10.54
5.09
13.95","11.87
5.40
14.65","12.54
5.79
15.23","13.58
6.08
16.14","14.48
6.43
16.96","15.20
6.74
17.59","15.68
7.07
18.19","16.47
7.41
18.95","17.06
7.71
19.52","17.06
8.09
20.17","17.06
8.41
20.71"
750,"9.33
5.21
12.86","11.20
5.51
13.65","11.34
5.89
14.14","12.76
6.25
15.09","13.49
6.69
15.88","14.61
7.04
16.59","15.57
7.43
17.27","16.35
7.80
17.98","16.87
8.18
18.49","17.72
8.56
19.18","17.89
8.92
19.74","17.89
9.35
20.40","17.89
9.72
20.93"
800,"10.05
6.03
13.07","12.07
6.39
14.14","12.21
6.83
14.63","13.75
7.24
15.55","14.52
7.76
16.12","15.74
8.16
17.02","16.77
8.62
17.60","17.61
9.04
18.34","18.17
9.48
18.85","18.65
9.92
19.54","18.65
10.34
20.10","18.65
10.84
20.76","18.65
11.27
21.30"
850,"10.71
6.84
13.79","12.85
7.25
14.82","13.01
7.75
15.31","14.64
8.22
16.01","15.47
8.80
16.68","16.76
9.25
17.48","17.87
9.78
18.07","18.76
10.25
18.70","19.22
10.75
19.34","19.22
11.26
20.03","19.22
11.73
20.59","19.22
12.30
21.24","19.22
12.78
21.78"
900,"11.36
7.70
14.02","13.64
8.17
15.06","13.81
8.72
15.55","15.54
9.25
16.44","16.42
9.91
17.02","17.79
10.42
17.73","18.96
11.01
18.32","19.22
11.54
19.08","19.22
12.11
19.60","19.22
12.67
20.28","19.22
13.21
20.85","19.22
13.84
21.50","19.22
14.39
22.04"
950,"12.02
8.62
14.50","14.43
9.14
15.31","14.60
9.75
15.80","16.44
10.35
16.70","17.37
11.08
17.28","18.82
11.66
17.99","19.22
12.31
18.72","19.22
12.91
19.35","19.22
13.54
19.86","19.22
14.17
20.54","19.22
14.77
21.11","19.22
15.48
21.76","19.22
16.08
22.30"
SPAN= 11000 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
400,"4.17
1.11
11.41","5.01
1.18
12.07","5.07
1.26
12.60","5.70
1.33
13.29","6.03
1.43
13.98","6.53
1.50
14.69","6.96
1.59
15.39","7.31
1.67
16.10","7.54
1.75
16.65","7.92
1.84
17.34","8.45
1.91
18.07","8.88
2.01
18.72","9.75
2.08
19.52"
450,"4.76
1.44
11.58","5.71
1.53
12.18","5.78
1.63
12.71","6.50
1.73
13.47","6.87
1.85
14.09","7.45
1.95
14.87","7.94
2.06
15.59","8.33
2.16
16.22","8.60
2.27
16.77","9.03
2.38
17.58","9.64
2.47
18.26","10.13
2.60
18.91","11.12
2.69
19.77"
500,"5.34
1.81
11.70","6.41
1.92
12.37","6.49
2.05
12.90","7.31
2.17
13.60","7.72
2.33
14.22","8.36
2.45
15.09","8.91
2.59
15.72","9.36
2.72
16.48","9.65
2.86
17.17","10.14
2.99
17.92","10.83
3.11
18.53","11.38
3.27
19.34","12.49
3.39
19.92"
550,"5.93
2.23
11.83","7.11
2.37
12.50","7.20
2.52
13.03","8.11
2.67
13.73","8.56
2.87
14.66","9.28
3.02
15.38","9.89
3.19
16.01","10.38
3.34
16.84","10.71
3.50
17.39","11.25
3.67
18.17","12.01
3.82
18.85","12.62
4.02
19.51","13.85
4.17
20.21"
600,"6.57
2.74
12.06","7.88
2.90
12.82","7.98
3.10
13.35","8.98
3.28
14.22","9.49
3.52
14.84","10.28
3.70
15.63","10.96
3.91
16.40","11.51
4.10
17.19","11.87
4.30
17.74","12.47
4.51
18.43","13.31
4.69
19.18","13.99
4.93
19.83","15.35
5.11
20.41"
650,"7.15
3.24
12.39","8.59
3.43
13.09","8.69
3.67
13.69","9.78
3.89
14.45","10.34
4.17
15.15","11.20
4.38
15.97","11.94
4.63
16.75","12.53
4.86
17.37","12.93
5.09
17.93","13.58
5.34
18.76","14.50
5.56
19.37","15.24
5.83
20.26","16.72
6.05
20.95"
700,"7.74
3.79
12.63","9.29
4.02
13.41","9.40
4.29
13.94","10.58
4.55
14.72","11.18
4.87
15.45","12.12
5.13
16.31","12.91
5.41
16.94","13.56
5.68
17.90","13.99
5.96
18.53","14.69
6.24
19.22","15.69
6.50
19.83","16.48
6.82
20.59","17.52
7.08
21.28"
750,"8.32
4.39
12.92","9.99
4.64
13.68","10.11
4.96
14.21","11.38
5.26
15.02","12.03
5.64
15.79","13.03
5.93
16.87","13.89
6.26
17.58","14.58
6.57
18.21","15.05
6.89
18.76","15.80
7.21
19.45","16.87
7.51
20.17","17.52
7.88
21.03","17.52
8.19
21.61"
800,"8.96
5.08
13.21","10.76
5.39
14.01","10.89
5.75
14.84","12.26
6.10
15.70","12.96
6.53
16.41","14.04
6.87
17.20","14.96
7.26
17.84","15.71
7.62
18.56","16.21
7.99
19.24","17.02
8.36
20.04","17.52
8.71
20.65","17.52
9.13
21.30","17.52
9.49
21.88"
850,"9.55
5.76
13.93","11.46
6.11
14.64","11.60
6.52
15.34","13.06
6.92
16.13","13.80
7.41
16.83","14.95
7.79
17.55","15.94
8.24
18.18","16.73
8.64
19.05","17.26
9.06
19.61","17.52
9.48
20.29","17.52
9.88
20.90","17.52
10.36
21.56","17.52
10.77
22.14"
900,"10.13
6.49
14.28","12.17
6.88
15.05","12.32
7.35
15.58","13.86
7.80
16.46","14.65
8.35
17.08","15.87
8.78
17.92","16.91
9.27
18.69","17.52
9.73
19.31","17.52
10.20
19.87","17.52
10.67
20.55","17.52
11.13
21.16","17.52
11.66
21.81","17.52
12.13
22.40"
950,"10.72
7.26
14.52","12.87
7.70
15.38","13.03
8.22
16.01","14.66
8.72
16.71","15.49
9.33
17.47","16.79
9.82
18.31","17.52
10.37
19.04","17.52
10.88
19.66","17.52
11.41
20.22","17.52
11.94
20.90","17.52
12.45
21.51","17.52
13.04
22.17","17.52
13.55
22.75"
1000,"11.31
8.07
14.76","13.57
8.56
15.74","13.74
9.14
16.27","15.46
9.70
17.10","16.34
10.38
17.86","17.52
10.92
18.67","17.52
11.53
19.31","17.52
12.09
19.93","17.52
12.68
20.40","17.52
13.27
21.17","17.52
13.84
21.78","17.52
14.49
22.44","17.52
15.08
23.02"
SPAN = 11600 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
400,"3.74
0.95
11.24","4.49
1.00
11.90","4.55
1.07
12.40","5.12
1.13
13.17","5.41
1.22
13.76","5.86
1.28
14.69","6.25
1.35
15.29","6.56
1.42
15.92","6.77
1.49
16.44","7.11
1.56
17.13","7.59
1.62
17.78","7.97
1.71
18.44","8.75
1.77
18.99"
450,"4.27
1.23
11.35","5.12
1.30
12.00","5.19
1.39
12.51","5.84
1.47
13.28","6.17
1.58
13.93","6.68
1.66
14.80","7.12
1.75
15.40","7.48
1.84
16.03","7.72
1.93
16.64","8.10
2.02
17.32","8.65
2.10
17.90","9.09
2.21
18.56","9.98
2.29
19.17"
500,"4.79
1.54
11.53","5.75
1.64
12.12","5.82
1.75
12.70","6.56
1.85
13.46","6.93
1.98
14.05","7.51
2.09
14.93","8.00
2.20
15.61","8.40
2.31
16.24","8.67
2.43
16.77","9.10
2.54
17.58","9.72
2.64
18.16","10.21
2.78
18.88","11.21
2.88
19.58"
550,"5.32
1.90
11.65","6.38
2.01
12.39","6.46
2.15
12.89","7.28
2.27
13.59","7.69
2.44
14.34","8.33
2.56
15.29","8.88
2.71
15.89","9.32
2.84
16.52","9.61
2.98
17.05","10.10
3.12
17.80","10.70
3.25
18.37","11.33
3.42
19.12","12.43
3.54
19.74"
600,"5.89
2.33
11.80","7.08
2.46
12.71","7.16
2.63
13.21","8.06
2.79
13.91","8.52
2.99
14.75","9.23
3.14
15.47","9.84
3.32
16.07","10.33
3.49
16.77","10.66
3.65
17.29","11.19
3.83
17.98","11.95
3.99
18.65","12.56
4.19
19.37","13.46
4.34
20.05"
650,"6.42
2.76
12.19","7.71
2.92
12.87","7.80
3.12
13.37","8.78
3.31
14.33","9.28
3.54
14.92","10.05
3.73
15.71","10.71
3.94
16.31","11.25
4.13
17.10","11.61
4.33
17.62","12.19
4.54
18.38","13.01
4.72
19.03","13.67
4.96
19.75","14.32
5.15
20.30"
700,"6.94
3.22
12.49","8.34
3.42
13.27","8.44
3.65
13.77","9.50
3.87
14.65","10.04
4.14
15.31","10.87
4.36
16.03","11.59
4.60
16.73","12.17
4.83
17.35","12.55
5.06
17.88","13.19
5.30
18.89","14.08
5.52
19.53","14.79
5.80
20.19","15.11
6.02
20.74"
750,"7.47
3.73
12.67","8.97
3.95
13.46","9.08
4.22
13.96","10.22
4.47
14.91","10.80
4.79
15.50","11.70
5.04
16.59","12.47
5.32
17.19","13.09
5.59
17.89","13.50
5.86
18.42","14.18
6.13
19.18","15.14
6.39
19.75","15.84
6.70
20.41","15.84
6.96
20.96"
800,"8.05
4.32
12.98","9.66
4.58
13.75","9.78
4.89
14.25","11.01
5.19
15.53","11.63
5.56
16.12","12.60
5.84
16.83","13.43
6.17
17.51","14.10
6.48
18.22","14.55
6.79
18.74","15.28
7.11
19.43","16.31
7.41
20.11","16.52
7.77
20.77","16.52
8.07
21.32"
850,"8.57
4.90
13.77","10.29
5.20
14.57","10.41
5.55
15.26","11.72
5.89
15.96","12.39
6.30
16.55","13.42
6.62
17.35","14.30
7.00
18.03","15.02
7.34
18.65","15.49
7.70
19.18","16.27
8.06
20.10","17.02
8.40
20.67","17.02
8.81
21.33","17.02
9.16
21.88"
900,"9.10
5.52
14.09","10.92
5.85
15.00","11.05
6.25
15.50","12.44
6.63
16.20","13.15
7.10
16.88","14.24
7.46
17.68","15.18
7.88
18.28","15.94
8.27
19.02","16.44
8.67
19.67","17.02
9.08
20.36","17.02
9.46
20.93","17.02
9.91
21.59","17.02
10.31
22.14"
950,"9.62
6.17
14.45","11.55
6.54
15.24","11.69
6.99
15.75","13.16
7.41
16.62","13.91
7.94
17.21","15.07
8.35
18.05","16.06
8.82
18.65","16.86
9.25
19.41","17.02
9.70
19.93","17.02
10.15
20.62","17.02
10.58
21.19","17.02
11.09
21.85","17.02
11.52
22.40"
1000,"10.15
6.86
14.70","12.18
7.28
15.49","12.33
7.77
15.99","13.88
8.25
16.88","14.66
8.82
17.60","15.89
9.28
18.31","16.93
9.81
19.14","17.02
10.28
19.76","17.02
10.79
20.29","17.02
11.28
20.97","17.02
11.77
21.55","17.02
12.32
22.20","17.02
12.82
22.75"
SPAN = 12200 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
450,"3.85
1.05
11.54","4.62
1.11
12.20","4.68
1.19
12.73","5.27
1.26
13.49","5.57
1.35
14.12","6.03
1.42
14.83","6.43
1.50
15.48","6.75
1.58
16.24","6.96
1.65
16.80","7.31
1.73
17.48","7.81
1.80
18.16","8.21
1.90
18.93","9.01
1.96
19.65"
500,"4.33
1.32
11.72","5.19
1.40
12.32","5.26
1.50
12.85","5.92
1.59
13.61","6.25
1.70
14.24","6.77
1.79
14.96","7.22
1.89
15.74","7.58
1.98
16.36","7.82
2.08
16.99","8.21
2.18
17.67","8.77
2.27
18.40","9.22
2.39
19.20","10.11
2.47
19.93"
550,"4.80
1.63
11.85","5.76
1.72
12.51","5.83
1.84
13.05","6.57
1.95
13.74","6.94
2.09
14.37","7.52
2.20
15.17","8.01
2.32
16.10","8.41
2.44
16.72","8.68
2.45
17.28","9.11
2.68
17.97","9.73
2.79
18.79","10.22
2.93
19.44","11.22
3.04
20.10"
600,"5.32
1.99
12.00","6.39
2.11
12.66","6.46
2.26
13.20","7.28
2.39
14.07","7.69
2.56
14.79","8.33
2.70
15.63","8.88
2.85
16.28","9.32
2.99
16.90","9.62
3.13
17.55","10.10
3.28
18.36","10.78
3.42
18.98","11.33
3.59
19.75","12.44
3.72
20.41"
650,"5.79
2.36
12.21","6.96
2.50
13.00","7.04
2.67
13.54","7.92
2.84
14.46","8.37
3.04
15.09","9.07
3.20
15.80","9.67
3.38
16.60","10.15
3.54
17.35","10.47
3.71
17.92","11.00
3.89
18.60","11.75
4.05
19.29","12.34
4.25
20.01","13.55
4.41
20.59"
700,"6.27
2.76
12.64","7.52
2.93
13.40","7.62
3.13
13.93","8.57
3.32
14.70","9.06
3.55
15.33","9.81
3.74
16.14","10.46
3.95
16.92","10.98
4.14
17.54","11.33
4.34
18.18","11.90
4.55
18.86","12.71
4.74
19.55","13.35
4.97
20.47","14.65
5.16
21.32"
750,"6.74
3.20
12.82","8.09
3.39
13.65","8.19
3.62
14.19","9.22
3.84
14.99","9.74
4.11
15.62","10.56
4.32
16.47","11.25
4.56
17.19","11.81
4.79
18.10","12.19
5.02
18.73","12.80
5.26
19.42","13.67
5.48
20.21","14.36
5.74
20.97","15.68
5.97
21.63"
800,"7.26
3.70
13.20","8.72
3.93
13.87","8.82
4.19
14.40","9.93
4.45
15.21","10.49
4.76
16.29","11.37
5.01
17.08","12.12
5.29
17.80","12.72
5.55
18.42","13.13
5.82
19.17","13.79
6.09
19.86","14.72
6.35
20.58","15.47
6.66
21.41","15.68
6.92
21.99"
850,"7.74
4.20
13.90","9.29
4.45
14.61","9.40
4.76
15.14","10.58
5.05
15.99","11.18
5.40
16.62","12.11
5.68
17.49","12.91
6.00
18.32","13.55
6.30
18.95","13.98
6.60
19.51","14.69
6.91
20.31","15.68
7.20
21.08","15.68
7.55
21.74","15.68
7.85
22.33"
900,"8.21
4.73
14.13","9.86
5.02
14.84","9.98
5.36
15.37","11.23
5.68
16.31","11.86
6.08
17.02","12.85
6.40
17.93","13.70
6.76
18.58","14.38
7.09
19.32","14.84
7.44
19.88","15.59
7.77
20.73","15.68
8.11
21.34","15.68
8.50
22.00","15.68
8.84
22.59"
950,"8.68
5.29
14.48","10.42
5.61
15.23","10.55
5.99
15.77","11.88
6.36
16.85","12.55
6.80
17.48","13.60
7.16
18.19","14.49
7.56
18.95","15.21
7.93
19.66","15.68
8.32
20.31","15.68
8.70
21.00","15.68
9.07
21.61","15.68
9.50
22.27","15.68
9.88
22.89"
1000,"9.16
5.88
14.72","10.99
6.24
15.56","11.13
6.66
16.19","12.53
7.07
17.11","13.23
7.57
17.74","14.34
7.96
18.66","15.28
8.41
19.30","15.68
8.82
20.02","15.68
9.25
20.58","15.68
9.67
21.27","15.68
10.09
21.88","15.68
10.57
22.54","15.68
10.99
23.13"
SPAN= 12800 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G /G,H/G,H/H,K/H,K/K,L/K,L/L
450,"3.49
0.91
11.39","4.19
0.96
12.04","4.25
1.03
12.55","4.78
1.09
13.32","5.05
1.17
13.92","5.47
1.23
14.69","5.83
1.30
15.44","6.12
1.36
16.07","6.32
1.43
16.60","6.63
1.50
17.29","7.08
1.56
17.95","7.44
1.64
18.60","8.17
1.70
19.22"
500,"3.92
1.14
11.50","4.71
1.21
12.16","4.77
1.29
12.67","5.37
1.37
13.49","5.67
1.47
14.09","6.14
1.54
14.81","6.55
1.63
15.56","6.88
1.71
16.19","7.09
1.80
16.80","7.45
1.88
17.49","7.95
1.96
18.13","8.36
2.06
18.92","9.17
2.13
19.48"
550,"4.35
1.40
11.69","5.23
1.49
12.28","5.29
1.59
12.79","5.96
1.68
13.62","6.29
1.81
14.22","6.82
1.90
15.08","7.27
2.01
15.78","7.63
2.11
16.55","7.87
2.21
17.15","8.27
2.31
17.83","8.83
2.41
18.42","9.27
2.53
19.07","10.18
2.62
19.72"
600,"4.83
1.72
11.83","5.79
1.82
12.49","5.86
1.95
13.00","6.60
2.07
13.94","6.97
2.21
14.54","7.56
2.33
15.49","8.05
2.46
16.16","8.45
2.58
16.79","8.72
2.71
17.33","9.16
2.84
18.01","9.78
2.95
18.68","10.28
3.10
19.34","11.28
3.22
19.96"
650,"5.25
2.04
11.97","6.31
2.16
12.82","6.39
2.31
13.33","7.19
2.45
14.10","7.59
2.62
14.79","8.23
2.76
15.72","8.77
2.92
16.33","9.21
3.06
16.96","9.50
3.21
17.58","9.98
3.36
18.27","10.65
3.50
18.86","11.19
3.67
19.57","12.29
3.81
20.32"
700,"5.68
2.39
12.51","6.82
2.53
13.18","6.91
2.70
13.69","7.78
2.86
14.55","8.22
3.07
15.31","8.90
3.23
16.02","9.49
3.41
16.73","9.96
3.58
17.35","10.28
3.75
17.89","10.79
3.93
18.57","11.52
4.09
19.23","12.11
4.29
19.95","13.29
4.46
20.76"
750,"6.11
2.76
12.69","7.34
2.92
13.53","7.43
3.12
14.04","8.36
3.31
14.74","8.84
3.55
15.50","9.57
3.73
16.31","10.20
3.94
16.92","10.71
4.14
17.55","11.05
4.34
18.08","11.61
4.54
19.11","12.40
4.73
19.76","13.03
4.96
20.42","14.22
5.16
21.25"
800,"6.59
3.20
12.89","7.91
3.39
13.74","8.00
3.62
14.25","9.01
3.84
15.21","9.52
4.11
15.81","10.31
4.33
16.82","10.99
4.57
17.44","11.54
4.80
18.14","11.91
5.03
18.67","12.51
5.26
19.42","13.35
5.49
20.19","14.03
5.75
20.84","14.82
5.98
21.51"
850,"7.02
3.63
13.76","8.42
3.85
14.44","8.53
4.11
14.95","9.60
4.36
15.92","10.14
4.67
16.52","10.99
4.91
17.23","11.71
5.19
17.92","12.29
5.44
18.62","12.68
5.70
19.34","13.32
5.97
20.03","14.22
6.22
20.72","14.95
6.52
21.37","15.27
6.78
21.93"
900,"7.45
4.09
13.99","8.94
4.33
14.78","9.05
4.63
15.29","10.19
4.91
16.16","10.76
5.26
16.76","11.66
5.53
17.55","12.43
5.84
18.43","13.05
6.12
19.06","13.46
6.42
19.59","14.14
6.72
20.39","15.10
7.01
20.97","15.27
7.34
21.70","15.27
7.64
22.26"
950,"7.88
4.57
14.31","9.45
4.85
15.01","9.57
5.17
15.52","10.77
5.49
16.40","11.38
5.88
17.16","12.33
6.18
18.07","13.14
6.53
18.69","13.80
6.85
19.31","14.24
7.18
19.96","14.96
7.52
20.72","15.27
7.84
21.31","15.27
8.21
21.97","15.27
8.53
22.53"
1000,"8.31
5.08
14.66","9.97
5.39
15.26","10.09
5.75
15.95","11.36
6.11
17.02","12.00
6.54
17.62","13.01
6.88
18.33","13.00
7.26
18.95","14.55
7.62
19.77","15.02
7.99
20.31","15.27
8.36
20.99","15.27
8.71
21.58","15.27
9.13
22.23","15.27
9.50
22.79"
1050,"8.73
5.62
14.90","10.48
5.96
15.68","10.61
6.36
16.28","11.95
6.75
17.28","12.62
7.22
17.88","13.68
7.41
18.60","14.57
8.03
19.41","15.27
8.42
20.04","15.27
8.83
20.57","15.27
9.24
21.26","15.27
9.63
21.85","15.27
10.09
22.50","15.27
10.50
23.06"
SPAN = 13400 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
450,"3.18
0.79
11.56","3.82
0.84
12.21","3.87
0.89
12.75","4.35
0.95
13.45","4.60
1.02
14.14","4.98
1.07
14.86","5.31
1.13
15.51","5.58
1.19
16.13","5.76
1.24
16.70","6.04
1.30
17.50","6.45
1.35
18.18","6.78
1.43
18.84","7.44
1.48
19.53"
500,"3.58
0.99
11.68","4.29
1.05
12.33","4.34
1.12
12.87","4.89
1.19
13.63","5.17
1.28
14.26","5.60
1.34
14.98","5.97
1.42
15.63","6.26
1.49
16.25","6.46
1.57
17.00","6.79
1.64
17.69","7.25
1.70
18.31","7.62
1.79
18.96","8.36
1.86
19.88"
550,"3.97
1.22
11.86","4.76
1.30
12.52","4.82
1.38
13.06","5.43
1.46
13.76","5.73
1.57
14.39","6.21
1.65
15.11","6.62
1.74
15.89","6.95
1.83
16.57","7.17
1.92
17.14","7.53
2.01
17.99","8.04
2.09
18.61","8.45
2.20
19.45","9.27
2.28
20.10"
600,"4.40
1.50
12.01","5.28
1.59
12.67","5.34
1.70
13.21","6.01
1.80
13.91","6.35
1.93
14.55","6.88
2.03
15.58","7.34
2.14
16.29","7.70
2.25
16.91","7.95
2.35
17.48","8.35
2.47
18.25","8.91
2.57
18.98","9.37
2.70
19.64","10.28
2.80
20.35"
650,"4.79
1.78
12.22","5.75
1.88
13.01","5.82
2.01
13.55","6.55
2.13
14.40","6.92
2.28
15.04","7.50
2.40
15.81","7.99
2.54
16.46","8.39
2.66
17.17","8.66
2.79
17.74","9.09
2.92
18.42","9.71
3.04
19.21","10.20
3.20
19.99","11.19
3.32
20.73"
700,"5.18
2.08
12.64","6.22
2.20
13.31","6.29
2.35
13.85","7.09
2.49
14.69","7.49
2.67
15.33","8.11
2.81
16.13","8.64
2.97
16.78","9.08
3.11
17.41","9.36
3.26
18.09","9.84
3.42
18.84","10.50
3.56
19.53","11.03
3.73
20.25","12.11
3.88
20.93"
750,"5.57
2.40
12.82","6.69
2.54
13.58","6.77
2.72
14.12","7.62
2.88
14.88","8.05
3.09
15.61","8.72
3.25
16.32","9.30
3.43
17.09","9.76
3.60
17.79","10.07
3.77
18.43","10.58
3.95
19.11","11.30
4.12
20.18","11.87
4.32
20.84","13.03
4.48
21.59"
800,"6.00
2.78
13.09","7.20
2.95
13.85","7.29
3.15
14.39","8.21
3.34
15.18","8.67
3.58
15.82","9.40
3.76
16.74","10.01
3.20
17.78","10.51
4.17
18.40","10.85
4.37
19.13","11.40
4.58
19.82","12.17
4.77
20.44","12.78
5.00
21.19","14.03
5.20
21.92"
850,"6.39
3.16
13.81","7.67
3.35
14.57","7.77
3.57
15.11","8.74
3.79
15.81","9.24
4.06
16.52","10.01
4.27
17.45","10.67
4.51
18.27","11.20
4.73
18.89","11.56
4.96
19.46","12.14
5.19
20.14","12.96
5.41
20.94","13.62
5.67
21.66","14.18
5.90
22.26"
900,"6.78
3.56
14.04","8.14
3.77
14.80","8.24
4.02
15.35","9.28
4.27
16.12","9.81
4.57
16.90","10.62
4.81
17.86","11.32
5.08
18.51","11.89
5.33
19.14","12.27
5.59
19.71","12.88
5.85
20.50","13.75
6.09
21.27","14.18
6.39
21.92","14.18
6.64
22.52"
950,"7.18
3.98
14.44","8.61
4.21
15.12","8.72
4.50
15.66","9.82
4.78
16.61","10.37
5.11
17.40","11.24
5.38
18.12","11.98
5.68
18.77","12.57
5.96
19.50","12.97
6.25
20.22","13.63
6.54
20.91","14.18
6.82
21.53","14.18
7.14
22.19","14.18
7.42
22.78"
1000,"7.57
4.42
14.68","9.09
4.69
15.36","9.20
5.00
15.90","10.35
5.31
17.02","10.94
5.68
17.66","11.85
5.98
18.37","12.63
6.32
19.21","13.26
6.62
19.92","13.68
6.95
20.49","14.18
7.27
21.17","14.18
7.58
21.80","14.18
7.94
22.45","14.18
8.26
23.05"
1050,"7.96
4.89
15.01","9.55
5.18
15.95","9.67
5.53
16.49","10.89
5.87
17.28","11.50
6.28
17.92","12.46
6.45
18.83","13.28
6.98
19.56","13.94
7.32
20.19","14.18
7.68
20.87","14.18
8.03
21.56","14.18
8.38
22.18","14.18
8.77
22.84","14.18
9.13
23.43"
SPAN = 14000 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
500,"3.27
0.87
11.53","3.93
0.92
12.18","3.97
0.98
12.70","4.47
1.04
13.40","4.73
1.12
14.13","5.12
1.18
14.84","5.46
1.24
15.46","5.73
1.30
16.22","5.91
1.37
16.76","6.21
1.43
17.45","6.63
1.49
18.17","6.97
1.57
18.82","7.65
1.62
19.39"
550,"3.63
1.07
11.66","4.36
1.13
12.31","4.41
1.21
12.83","4.96
1.28
13.58","5.25
1.37
14.25","5.68
1.45
14.97","6.06
1.53
15.59","6.36
1.60
16.40","6.56
1.68
17.02","6.89
1.76
17.86","7.36
1.83
18.46","7.73
1.93
19.11","8.49
2.00
19.75"
600,"4.02
1.31
11.86","4.83
1.39
12.51","4.89
1.48
13.03","5.50
1.57
13.79","5.81
1.69
14.40","6.30
1.77
15.29","6.71
1.87
16.18","7.05
1.97
16.81","7.27
2.06
17.35","7.64
2.16
18.04","8.15
2.25
18.63","8.57
2.36
19.37","9.40
2.45
19.94"
650,"4.38
1.55
12.00","5.26
1.65
12.65","5.32
1.76
13.17","5.99
1.86
14.13","6.33
2.00
14.80","6.86
2.10
15.59","7.31
2.22
16.35","7.68
2.33
16.98","7.92
2.44
17.52","8.32
2.56
18.29","8.88
2.66
18.88","9.33
2.80
19.54","10.24
2.90
20.23"
700,"4.74
1.82
12.53","5.69
1.93
13.12","5.76
2.06
13.64","6.48
2.18
14.56","6.85
2.34
15.16","7.42
2.46
16.02","7.91
2.60
16.64","8.30
2.72
17.35","8.57
2.86
17.90","9.00
2.99
18.58","9.61
3.11
19.18","10.10
3.27
19.96","11.08
3.39
20.67"
750,"5.10
2.10
12.70","6.12
2.23
13.37","6.19
2.38
13.88","6.97
2.52
14.74","7.37
2.70
15.35","7.98
2.84
16.30","8.51
3.00
16.92","8.93
3.15
17.54","9.22
3.30
18.09","9.68
3.46
18.84","10.33
3.60
19.50","10.86
3.78
20.58","11.92
3.92
21.15"
800,"5.49
2.44
12.90","6.59
2.58
13.66","6.67
2.76
14.18","7.51
2.92
14.95","7.94
3.13
15.65","8.60
3.29
16.51","9.16
3.48
17.20","9.62
3.65
18.13","9.93
3.83
18.74","10.43
4.01
19.43","11.13
4.18
20.18","11.70
4.38
20.83","12.84
4.55
21.50"
850,"5.85
2.76
13.66","7.02
2.93
14.42","7.11
3.13
14.94","8.00
3.32
15.74","8.45
3.55
16.50","9.16
3.73
17.28","9.76
3.95
17.90","10.25
4.14
18.70","10.57
4.34
19.24","11.11
4.55
19.99","11.86
4.74
20.58","12.46
4.96
21.34","13.68
5.16
22.04"
900,"6.21
3.11
13.98","7.45
3.30
14.75","7.54
3.52
15.27","8.49
3.74
15.97","8.97
4.00
16.81","9.72
4.21
17.52","10.36
4.44
18.32","10.88
4.66
19.01","11.22
4.89
19.55","11.79
5.12
20.24","12.58
5.33
20.93","13.22
5.59
21.73","13.85
5.81
22.30"
950,"6.57
3.48
14.21","7.88
3.69
14.99","7.98
3.94
15.50","8.98
4.18
16.44","9.49
4.47
17.05","10.28
4.71
18.02","10.96
4.97
18.64","11.50
5.21
19.26","11.87
5.47
19.81","12.47
5.72
20.59","13.31
5.97
21.34","13.85
6.25
21.99","13.85
6.49
22.56"
