SPAN = 4600 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
1000,"6.92
3.87
14.63","8.31
4.10
15.30","8.41
4.38
15.82","9.47
4.65
16.79","10.01
4.97
17.56","10.84
5.23
18.27","11.55
5.53
18.89","12.13
5.80
19.52","12.52
6.08
20.24","13.15
6.36
21.01","13.85
6.63
21.60","13.85
6.95
22.26","13.85
7.23
22.83"
1050,"7.28
4.28
14.87","8.74
4.54
15.55","8.85
4.84
16.07","9.96
5.14
17.21","10.52
5.50
17.81","11.40
5.64
18.53","12.15
6.11
19.23","12.76
6.41
19.96","13.16
6.72
20.59","13.82
7.03
21.27","13.85
7.33
21.87","13.85
7.68
22.52","13.85
7.99
23.09"
SPAN= 14600 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
500,"3.00
0.77
11.70","3.61
0.81
12.34","3.65
0.87
12.89","4.11
0.92
13.64","4.34
0.98
14.28","4.70
1.03
15.00","5.01
1.09
15.65","5.26
1.15
16.25","5.43
1.21
16.90","5.70
1.26
17.58","6.09
1.31
18.33","6.40
1.38
18.98","7.02
1.43
19.58"
550,"3.33
0.94
11.88","4.00
1.00
12.47","4.05
1.06
13.02","4.56
1.13
13.77","4.82
1.21
14.41","5.22
1.27
15.13","5.56
1.34
15.83","5.84
1.41
16.46","6.03
1.48
17.10","6.33
1.55
17.84","6.76
1.61
18.63","7.10
1.70
19.28","7.79
1.76
20.11"
600,"3.69
1.15
12.02","4.43
1.22
12.68","4.49
1.31
13.22","5.05
1.38
13.92","5.34
1.48
14.56","5.78
1.56
15.33","6.16
1.65
16.25","6.47
1.73
16.92","6.68
1.81
17.49","7.01
1.90
18.18","7.49
1.98
18.88","7.87
2.08
19.59","8.64
2.16
20.35"
650,"4.02
1.37
12.17","4.83
1.45
12.82","4.89
1.55
13.36","5.50
1.64
14.33","5.81
1.76
14.97","6.30
1.85
15.76","6.71
1.95
16.46","7.05
2.05
17.09","7.27
2.15
17.74","7.64
2.25
18.43","8.16
2.34
19.11","8.57
2.46
19.87","9.41
2.55
20.53"
700,"4.35
1.60
12.65","5.23
1.70
13.30","5.29
1.81
13.85","5.95
1.92
14.63","6.29
2.06
15.27","6.82
2.16
16.04","7.26
2.28
16.78","7.63
2.40
17.46","7.87
2.51
18.03","8.26
2.63
18.72","8.82
2.74
19.46","9.27
2.88
20.17","10.18
2.99
20.91"
750,"4.68
1.85
12.83","5.62
1.96
13.48","5.69
2.09
14.11","6.40
2.22
14.87","6.77
2.38
15.51","7.33
2.50
16.31","7.81
2.64
17.03","8.20
2.77
17.65","8.46
2.91
18.22","8.89
3.04
19.09","9.49
3.17
19.80","9.97
3.32
20.51","10.95
3.45
21.41"
800,"5.04
2.14
13.09","6.05
2.27
13.77","6.13
2.43
14.32","6.90
2.57
15.16","7.29
2.76
15.87","7.90
2.90
16.59","8.41
3.06
17.24","8.84
3.21
17.98","9.12
3.37
18.71","9.57
3.53
19.72","10.22
3.68
20.41","10.74
3.85
21.06","11.79
4.01
21.82"
850,"5.37
2.43
13.80","6.45
2.58
14.46","6.53
2.75
15.00","7.35
2.92
15.86","7.76
3.13
16.50","8.41
3.29
17.22","8.96
3.47
18.15","9.41
3.64
18.78","9.71
3.82
19.42","10.20
4.00
20.10","10.89
4.17
20.73","11.44
4.37
21.54","12.56
4.54
22.37"
900,"5.70
2.74
14.02","6.84
2.90
14.85","6.93
3.10
15.39","7.80
3.29
16.09","8.24
3.52
16.73","8.93
3.70
17.74","9.51
3.91
18.46","9.99
4.10
19.09","10.31
4.30
19.66","10.83
4.50
20.35","11.56
4.69
21.14","12.14
4.92
22.03","12.95
5.12
22.63"
950,"6.03
3.06
14.25","7.24
3.25
15.08","7.33
3.47
15.63","8.25
3.68
16.43","8.71
3.94
17.20","9.44
4.14
18.06","10.06
4.38
18.71","10.57
4.59
19.34","10.90
4.81
19.91","11.45
5.04
20.84","12.22
5.25
21.64","12.85
5.50
22.29","12.95
5.72
22.89"
1000,"6.36
3.41
14.66","7.63
3.61
15.32","7.73
3.85
15.87","8.70
4.09
16.81","9.19
4.38
17.59","9.96
4.61
18.31","10.61
4.86
18.96","11.14
5.10
19.84","11.50
5.35
20.59","12.08
5.60
21.28","12.89
5.84
21.91","12.95
6.11
22.56","12.95
6.36
23.16"
1050,"6.69
3.76
14.96","8.03
3.99
15.67","8.13
4.26
16.21","9.15
4.52
17.21","9.66
4.84
17.85","10.47
4.97
18.56","11.16
5.38
19.59","11.72
5.64
20.29","12.09
5.92
20.86","12.70
6.19
21.55","12.95
6.45
22.18","12.95
6.76
22.83","12.95
7.03
23.43"
SPAN = 15200 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
550,"3.07
0.83
11.69","3.69
0.88
12.33","3.73
0.94
12.86","4.20
1.00
13.61","4.44
1.07
14.22","4.81
1.13
15.00","5.13
1.19
15.62","5.38
1.25
16.30","5.55
1.31
16.85","5.83
1.37
17.66","6.23
1.43
18.33","6.54
1.50
19.14","7.18
1.55
19.72"
600,"3.40
1.02
11.88","4.09
1.08
12.48","4.14
1.16
13.05","4.66
1.22
13.75","4.92
1.31
14.37","5.33
1.38
15.14","5.68
1.46
15.83","5.97
1.53
16.70","6.15
1.60
17.38","6.46
1.68
18.06","6.90
1.75
18.66","7.25
1.84
19.32","7.96
1.91
20.02"
650,"3.71
1.21
12.02","4.45
1.28
12.67","4.51
1.37
13.20","5.07
1.45
14.09","5.36
1.56
14.82","5.81
1.64
15.54","6.19
1.73
16.24","6.50
1.81
16.99","6.70
1.90
17.54","7.04
1.99
18.23","7.52
2.07
18.91","7.90
2.18
19.62","8.67
2.26
20.19"
700,"4.01
1.41
12.54","4.82
1.50
13.14","4.87
1.60
13.66","5.49
1.70
14.42","5.80
1.82
15.17","6.28
1.91
15.89","6.69
2.02
16.52","7.03
2.12
17.27","7.25
2.22
17.90","7.62
2.33
18.64","8.13
2.43
19.25","8.54
2.54
19.90","9.38
2.64
20.61"
750,"4.31
1.64
12.72","5.18
1.73
13.37","5.24
1.85
13.90","5.90
1.96
14.74","6.24
2.10
15.36","6.76
2.21
16.07","7.20
2.34
16.92","7.56
2.45
17.60","7.80
2.57
18.15","8.19
2.69
18.84","8.75
2.80
19.44","9.19
2.94
20.23","10.09
3.06
20.87"
800,"4.65
1.90
12.92","5.58
2.01
13.66","5.65
2.15
14.18","6.36
2.28
14.95","6.72
2.44
15.56","7.28
2.57
16.43","7.76
2.71
17.19","8.14
2.84
17.82","8.40
2.98
18.37","8.82
3.12
19.36","9.42
3.25
20.11","9.90
3.41
20.83","10.87
3.54
21.40"
850,"4.95
2.15
13.66","5.94
2.28
14.34","6.02
2.44
14.86","6.77
2.58
15.72","7.15
2.77
16.40","7.75
2.91
17.26","8.26
3.07
17.89","8.67
3.22
18.60","8.95
3.38
19.21","9.40
3.54
19.90","10.04
3.69
20.56","10.55
3.87
21.22","11.57
4.02
21.95"
900,"5.25
2.42
13.97","6.31
2.57
14.64","6.38
2.74
15.16","7.19
2.91
16.02","7.59
3.11
16.63","8.23
3.28
17.49","8.77
3.46
18.21","9.21
3.63
18.91","9.50
3.81
19.52","9.98
3.98
20.20","10.65
4.15
20.81","11.19
4.35
21.55","12.28
4.53
22.42"
950,"5.56
2.71
14.20","6.67
2.87
15.03","6.75
3.07
15.56","7.60
3.25
16.26","8.03
3.48
16.87","8.70
3.67
17.83","9.27
3.87
18.59","9.74
4.06
19.22","10.05
4.26
19.77","10.55
4.46
20.45","11.27
4.65
21.22","11.84
4.87
22.11","12.67
5.06
22.69"
1000,"5.86
3.01
14.43","7.04
3.19
15.27","7.12
3.41
15.80","8.02
3.62
16.59","8.47
3.87
17.36","9.18
4.08
18.22","9.78
4.30
18.85","10.27
4.51
19.47","10.59
4.73
20.02","11.13
4.95
20.95","11.88
5.17
21.72","12.48
5.41
22.38","12.67
5.63
22.95"
1050,"6.16
3.33
14.84","7.40
3.53
15.51","7.49
3.77
16.04","8.43
4.00
16.99","8.91
4.28
17.76","9.65
4.39
18.47","10.28
4.76
19.10","10.80
4.99
19.87","11.14
5.23
20.63","11.70
5.47
21.39","12.49
5.71
21.99","12.67
5.98
22.65","12.67
6.22
23.22"
SPAN= 15800 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
550,,"3.41
0.78
11.89","3.45
0.84
12.48","3.89
0.89
13.08","4.10
0.95
13.78","4.45
1.00
14.43","4.74
1.06
15.19","4.98
1.11
15.85","5.13
1.16
16.47","5.39
1.22
17.12","5.76
1.27
17.80","6.05
1.33
18.48","6.64
1.38
19.41"
600,"3.15
0.91
12.03","3.78
0.96
12.68","3.82
1.03
13.23","4.31
1.09
13.93","4.55
1.17
14.58","4.93
1.23
15.34","5.25
1.30
16.00","5.52
1.36
16.88","5.69
1.43
17.46","5.98
1.49
18.19","6.38
1.56
18.87","6.71
1.63
19.60","7.36
1.70
20.30"
650,"3.43
1.08
12.18","4.12
1.14
12.82","4.17
1.22
13.37","4.69
1.29
14.13","4.95
1.38
14.98","5.37
1.45
15.77","5.72
1.54
16.42","6.01
1.61
17.10","6.20
1.69
17.67","6.51
1.77
18.48","6.95
1.84
19.12","7.30
1.94
19.77","8.02
2.01
20.47"
700,"3.71
1.26
12.65","4.45
1.33
13.25","4.51
1.42
13.85","5.07
1.51
14.55","5.36
1.62
15.27","5.81
1.70
15.99","6.19
1.80
16.75","6.50
1.89
17.45","6.70
1.98
18.03","7.04
2.07
18.71","7.52
2.16
19.35","7.90
2.26
20.10","8.67
2.35
20.84"
750,"3.99
1.46
12.83","4.79
1.54
13.48","4.85
1.65
14.03","5.46
1.75
14.81","5.77
1.87
15.46","6.25
1.97
16.28","6.66
2.08
17.02","6.99
2.18
17.64","7.21
2.29
18.22","7.57
2.39
18.90","8.09
2.49
19.78","8.50
2.61
20.43","9.33
2.72
21.09"
800,"4.30
1.69
13.09","5.16
1.79
13.77","5.22
1.91
14.31","5.88
2.02
15.13","6.21
2.17
15.86","6.73
2.28
16.57","7.17
2.41
17.23","7.53
2.53
17.85","7.77
2.65
18.51","8.16
2.77
19.37","8.71
2.89
20.33","9.15
3.03
21.10","10.05
3.15
21.85"
850,"4.58
1.91
13.71","5.49
2.03
14.39","5.56
2.16
14.93","6.26
2.30
15.84","6.61
2.46
16.48","7.17
2.59
17.20","7.64
2.73
17.94","8.02
2.87
18.74","8.27
3.01
19.32","8.69
3.15
20.00","9.28
3.28
20.76","9.75
3.44
21.41","10.70
3.57
22.31"
900,"4.86
2.15
14.01","5.83
2.28
14.76","5.90
2.44
15.37","6.64
2.59
16.07","7.02
2.77
16.71","7.61
2.91
17.52","8.11
3.08
18.36","8.51
3.23
18.98","8.78
3.38
19.69","9.22
3.54
20.37","9.85
3.69
21.00","10.35
3.87
21.90","11.36
4.02
22.57"
950,"5.14
2.41
14.24","6.17
2.55
15.05","6.24
2.73
15.60","7.03
2.89
16.39","7.43
3.10
17.04","8.05
3.26
17.94","8.57
3.44
18.73","9.00
3.61
19.36","9.29
3.79
19.93","9.76
3.96
20.71","10.42
4.13
21.57","10.94
4.33
22.22","11.91
4.50
22.83"
1000,"5.42
2.68
14.63","6.50
2.84
15.29","6.58
3.03
15.84","7.41
3.22
16.63","7.83
3.44
17.40","8.48
3.62
18.33","9.04
3.83
18.98","9.49
4.01
19.71","9.80
4.21
20.35","10.29
4.40
21.20","10.98
4.59
21.83","11.54
4.81
22.49","11.91
5.00
23.09"
1050,"5.70
2.96
14.87","6.84
3.14
15.63","6.92
3.35
16.17","7.79
3.56
17.02","8.23
3.81
17.86","8.92
3.91
18.68","9.51
4.23
19.41","9.98
4.44
20.10","10.30
4.65
20.78","10.82
4.87
21.47","11.55
5.08
22.10","11.91
5.31
22.75","11.91
5.53
23.36"
SPAN= 16500 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
550,,"3.16
0.70
11.76","3.20
0.75
12.35","3.60
0.79
12.88","3.81
0.85
13.63","4.12
0.89
14.25","4.40
0.94
15.02","4.61
0.99
15.65","4.76
1.04
16.33","5.00
1.09
16.88","5.34
1.13
17.68","5.61
1.19
18.35","6.16
1.23
19.01"
600,,"3.50
0.86
11.90","3.55
0.92
12.50","3.99
0.97
13.08","4.22
1.04
13.78","4.57
1.10
14.40","4.87
1.16
15.22","5.11
1.22
15.85","5.28
1.27
16.48","5.54
1.33
17.28","5.92
1.39
18.08","6.22
1.46
18.69","6.82
1.51
19.46"
650,"3.18
0.96
12.04","3.82
1.02
12.69","3.86
1.09
13.22","4.35
1.15
13.92","4.59
1.23
14.59","4.98
1.30
15.56","5.30
1.37
16.19","5.57
1.44
16.89","5.75
1.51
17.44","6.04
1.58
18.25","6.44
1.65
18.91","6.77
1.73
19.63","7.43
1.79
20.21"
700,"3.44
1.12
12.50","4.13
1.19
13.15","4.18
1.27
13.68","4.70
1.35
14.43","4.97
1.44
15.05","5.38
1.52
15.90","5.74
1.60
16.53","6.03
1.68
17.16","6.22
1.76
17.77","6.53
1.85
18.64","6.97
1.93
19.25","7.33
2.02
19.91","8.04
2.10
20.54"
750,"3.70
1.30
12.73","4.44
1.38
13.38","4.49
1.47
13.91","5.06
1.56
14.61","5.35
1.67
15.31","5.79
1.76
16.08","6.17
1.86
16.77","6.48
1.95
17.47","6.69
2.04
18.15","7.02
2.14
18.84","7.50
2.23
19.44","7.88
2.33
20.10","8.65
2.43
20.81"
800,"3.98
1.51
12.93","4.78
1.60
13.58","4.84
1.70
14.11","5.45
1.81
14.89","5.76
1.94
15.57","6.24
2.04
16.42","6.65
2.15
17.06","6.98
2.26
17.81","7.20
2.37
18.36","7.57
2.48
19.05","8.08
2.58
19.79","8.49
2.71
20.77","9.32
2.81
21.46"
850,"4.24
1.71
13.66","5.10
1.81
14.33","5.16
1.93
14.86","5.81
2.05
15.69","6.13
2.20
16.39","6.65
2.31
17.10","7.08
2.44
17.74","7.44
2.56
18.50","7.67
2.68
19.13","8.06
2.81
19.88","8.60
2.93
20.49","9.04
3.07
21.26","9.92
3.19
21.90"
900,"4.50
1.92
13.88","5.41
2.04
14.56","5.47
2.18
15.15","6.16
2.31
16.00","6.51
2.47
16.62","7.05
2.60
17.34","7.52
2.75
18.19","7.89
2.88
18.81","8.14
3.02
19.43","8.55
3.16
20.12","9.13
3.30
20.85","9.60
3.45
21.50","10.53
3.59
22.38"
950,"4.76
2.15
14.19","5.72
2.28
14.94","5.79
2.43
15.54","6.52
2.58
16.23","6.89
2.77
16.86","7.46
2.91
17.66","7.95
3.07
18.43","8.35
3.22
19.25","8.61
3.38
19.80","9.05
3.54
20.49","9.66
3.69
21.19","10.15
3.86
22.06","11.14
4.01
22.64"
1000,"5.02
2.39
14.42","6.03
2.54
15.24","6.11
2.71
15.77","6.87
2.87
16.56","7.26
3.08
17.19","7.87
3.24
18.04","8.38
3.42
18.88","8.80
3.58
19.50","9.08
3.76
20.06","9.54
3.93
20.83","10.19
4.10
21.66","10.70
4.29
22.32","11.68
4.47
22.90"
1050,"5.28
2.64
14.82","6.34
2.80
15.48","6.42
2.99
16.01","7.23
3.18
16.81","7.64
3.40
17.50","8.27
3.49
18.49","8.82
3.78
19.13","9.26
3.96
19.85","9.55
4.15
20.47","10.03
4.35
21.23","10.71
4.53
21.93","11.25
4.75
22.59","11.68
4.94
23.17"
SPAN = 17100 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
600,,"3.26
0.77
12.04","3.30
0.82
12.64","3.71
0.87
13.24","3.92
0.93
13.94","4.25
0.98
14.63","4.53
1.04
15.35","4.76
1.09
16.01","4.91
1.14
16.64","5.15
1.20
17.47","5.50
1.25
18.25","5.78
1.31
18.88","6.35
1.36
19.60"
650,"2.96
0.86
12.18","3.55
0.91
12.83","3.59
0.97
13.38","4.04
1.03
14.08","4.27
1.11
14.78","4.63
1.16
15.70","4.93
1.23
16.43","5.18
1.29
17.06","5.34
1.35
17.69","5.61
1.42
18.42","5.99
1.48
19.12","6.30
1.55
19.77","6.91
1.61
20.38"
700,"3.20
1.01
12.60","3.84
1.07
13.25","3.89
1.14
13.80","4.37
1.21
14.56","4.62
1.29
15.21","5.01
1.36
15.99","5.34
1.44
16.70","5.60
1.51
17.37","5.78
1.58
17.96","6.07
1.66
18.71","6.48
1.73
19.35","6.81
1.81
20.00","7.48
1.88
20.82"
750,"3.44
1.17
12.83","4.13
1.23
13.48","4.18
1.32
14.03","4.70
1.40
14.73","4.97
1.50
15.46","5.39
1.57
16.22","5.74
1.66
17.01","6.03
1.75
17.63","6.22
1.83
18.21","6.53
1.92
18.90","6.97
2.00
19.53","7.33
2.09
20.41","8.04
2.18
21.07"
800,"3.70
1.35
13.03","4.45
1.43
13.68","4.50
1.53
14.23","5.07
1.62
15.07","5.35
1.74
15.72","5.80
1.83
16.55","6.18
1.93
17.22","6.49
2.02
17.84","6.70
2.12
18.42","7.03
2.22
19.18","7.51
2.31
20.03","7.89
2.43
20.69","8.66
2.52
21.68"
850,"3.95
1.53
13.70","4.74
1.62
14.38","4.80
1.73
14.99","5.40
1.84
15.77","5.70
1.97
16.47","6.18
2.07
17.18","6.59
2.19
17.84","6.92
2.29
18.61","7.13
2.41
19.19","7.49
2.52
20.04","8.00
2.63
20.67","8.41
2.75
21.38","9.23
2.86
22.20"
900,"4.19
1.72
13.92","5.03
1.83
14.66","5.09
1.95
15.21","5.73
2.07
16.05","6.05
2.22
16.69","6.56
2.33
17.49","6.99
2.46
18.22","7.34
2.58
19.01","7.57
2.71
19.59","7.95
2.84
20.33","8.49
2.96
21.05","8.92
3.10
21.77","9.79
3.22
22.51"
950,"4.43
1.93
14.23","5.32
2.04
14.97","5.38
2.18
15.52","6.06
2.32
16.28","6.40
2.48
17.01","6.94
2.61
17.79","7.39
2.76
18.63","7.76
2.89
19.31","8.01
3.03
19.89","8.41
3.17
20.66","8.98
3.31
21.36","9.44
3.46
22.16","10.36
3.60
22.77"
1000,"4.67
2.14
14.52","5.61
2.27
15.26","5.68
2.43
15.81","6.39
2.58
16.67","6.75
2.76
17.32","7.32
2.90
18.15","7.80
3.06
18.94","8.19
3.21
19.65","8.45
3.37
20.23","8.87
3.53
21.04","9.47
3.68
21.77","9.95
3.85
22.42","10.92
4.01
23.09"
1050,"4.91
2.37
14.84","5.90
2.51
15.59","5.97
2.68
16.21","6.72
2.85
16.91","7.10
3.05
17.56","7.69
3.13
18.62","8.20
3.39
19.28","8.61
3.55
19.97","8.88
3.73
20.62","9.33
3.90
21.39","9.96
4.06
22.03","10.46
4.26
22.68","11.03
4.43
23.52"
SPAN = 17700 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
600,,"3.04
0.69
11.92","3.07
0.74
12.51","3.46
0.78
13.09","3.66
0.84
13.79","3.96
0.88
14.42","4.22
0.93
15.18","4.43
0.98
15.87","4.57
1.03
16.50","4.80
1.08
17.06","5.13
1.12
17.99","5.39
1.18
18.76","5.92
1.22
19.41"
650,,"3.31
0.82
12.11","3.35
0.88
12.70","3.77
0.93
13.23","3.98
1.00
13.93","4.31
1.05
14.81","4.60
1.11
15.58","4.83
1.16
16.22","4.98
1.22
16.91","5.23
1.28
17.47","5.59
1.33
18.31","5.87
1.39
18.99","6.44
1.45
19.65"
700,"2.98
0.91
12.51","3.58
0.96
13.16","3.62
1.03
13.69","4.08
1.09
14.44","4.31
1.17
15.07","4.67
1.23
15.78","4.97
1.29
16.55","5.22
1.36
17.22","5.39
1.42
17.78","5.66
1.49
18.47","6.04
1.55
19.26","6.35
1.63
19.91","6.97
1.69
20.50"
750,"3.21
1.05
12.74","3.85
1.11
13.33","3.90
1.19
13.92","4.39
1.26
14.62","4.63
1.35
15.25","5.02
1.42
16.03","5.35
1.50
16.78","5.62
1.57
17.40","5.80
1.65
18.03","6.09
1.72
18.83","6.50
1.80
19.45","6.83
1.88
20.10","7.50
1.96
20.86"
800,"3.45
1.22
12.94","4.15
1.29
13.59","4.20
1.38
14.12","4.72
1.46
14.89","4.99
1.56
15.57","5.41
1.64
16.35","5.76
1.74
17.06","6.05
1.82
17.68","6.24
1.91
18.24","6.56
2.00
19.05","7.00
2.08
19.73","7.36
2.18
20.50","8.07
2.27
21.08"
850,"3.68
1.38
13.66","4.42
1.46
14.25","4.47
1.56
14.79","5.03
1.66
15.62","5.32
1.77
16.25","5.76
1.86
17.10","6.14
1.97
17.74","6.45
2.07
18.36","6.65
2.17
19.12","6.99
2.27
19.86","7.46
2.36
20.53","7.84
2.48
21.19","8.60
2.58
21.82"
900,"3.90
1.55
13.88","4.69
1.65
14.61","4.74
1.76
15.15","5.34
1.86
15.98","5.64
2.00
16.61","6.11
2.10
17.33","6.52
2.22
18.04","6.84
2.33
18.85","7.06
2.44
19.41","7.41
2.55
20.16","7.92
2.66
20.77","8.32
2.79
21.48","9.13
2.90
22.21"
950,"4.13
1.74
14.10","4.96
1.84
14.84","5.02
1.96
15.37","5.65
2.09
16.22","5.97
2.23
16.84","6.47
2.35
17.70","6.89
2.48
18.34","7.24
2.60
19.09","7.47
2.73
19.72","7.84
2.85
20.46","8.37
2.98
21.15","8.80
3.12
21.81","9.66
3.24
22.60"
1000,"4.36
1.93
14.48","5.23
2.05
15.16","5.29
2.18
15.69","5.96
2.32
16.45","6.29
2.48
17.23","6.82
2.61
17.94","7.27
2.76
18.71","7.63
2.89
19.46","7.87
3.03
20.11","8.27
3.17
20.79","8.83
3.31
21.46","9.28
3.47
22.27","10.18
3.61
22.86"
1050,"4.58
2.13
14.71","5.50
2.26
15.46","5.57
2.42
15.99","6.26
2.56
16.85","6.62
2.74
17.47","7.17
2.82
18.38","7.64
3.05
19.18","8.02
3.20
19.80","8.28
3.35
20.36","8.70
3.51
21.11","9.28
3.66
21.88","9.76
3.83
22.53","10.71
3.99
23.25"
SPAN = 18300 mm,,,,,,,,,,,,,
DEPTH,D/D,E/D,E/E,F/E,F/F,G/F,G/G,H/G,H/H,K/H,K/K,L/K,L/L
650,,"3.09
0.74
12.24","3.13
0.79
12.83","3.52
0.84
13.39","3.72
0.90
14.13","4.03
0.95
14.79","4.30
1.00
15.71","4.51
1.05
16.38","4.66
1.10
17.11","4.89
1.15
17.70","5.22
1.20
18.42","5.49
1.26
19.12","6.02
1.31
19.78"
700,,"3.34
0.87
12.66","3.38
0.93
13.25","3.81
0.98
13.86","4.03
1.05
14.56","4.36
1.11
15.21","4.65
1.17
16.04","4.88
1.23
16.71","5.04
1.29
17.33","5.29
1.35
18.02","5.65
1.40
18.71","5.93
1.47
19.34","6.51
1.53
20.11"
750,"3.00
0.95
12.83","3.60
1.00
13.48","3.64
1.07
14.04","4.10
1.14
14.74","4.33
1.22
15.39","4.69
1.28
16.22","5.00
1.35
16.89","5.25
1.42
17.62","5.42
1.49
18.21","5.69
1.56
18.89","6.07
1.62
19.58","6.38
1.70
20.30","7.01
1.77
21.06"
800,"3.23
1.10
13.03","3.87
1.16
13.68","3.92
1.24
14.24","4.41
1.32
15.06","4.66
1.41
15.71","5.05
1.48
16.54","5.39
1.57
17.21","5.65
1.64
17.83","5.83
1.72
18.47","6.13
1.81
19.23","6.54
1.88
19.86","6.87
1.97
20.67","7.55
2.05
21.28"
850,"3.44
1.25
13.70","4.13
1.32
14.29","4.18
1.41
14.98","4.70
1.50
15.68","4.97
1.60
16.40","5.38
1.68
17.17","5.74
1.78
17.89","6.02
1.87
18.59","6.22
1.96
19.17","6.53
2.05
19.85","6.97
2.13
20.65","7.32
2.24
21.30","8.04
2.33
22.09"
900,"3.65
1.40
13.92","4.38
1.49
14.65","4.43
1.59
15.20","4.99
1.68
15.98","5.27
1.80
16.68","5.71
1.90
17.45","6.09
2.00
18.19","6.39
2.10
18.82","6.60
2.20
19.40","6.93
2.31
20.25","7.40
2.40
21.01","7.77
2.52
21.67","8.53
2.62
22.41"
950,"3.86
1.57
14.20","4.63
1.66
14.95","4.69
1.77
15.51","5.28
1.88
16.32","5.58
2.02
17.05","6.04
2.12
17.76","6.44
2.24
18.43","6.76
2.35
19.22","6.98
2.46
19.80","7.33
2.58
20.62","7.82
2.69
21.26","8.22
2.82
21.97","9.02
2.93
22.78"
1000,"4.07
1.74
14.51","4.89
1.85
15.18","4.95
1.97
15.74","5.57
2.09
16.64","5.88
2.24
17.29","6.37
2.36
18.00","6.79
2.49
18.92","7.13
2.61
19.60","7.36
2.74
20.19","7.73
2.87
20.87","8.25
2.99
21.69","8.67
3.13
22.43","9.52
3.26
23.12"
1050,"4.28
1.93
14.82","5.14
2.04
15.53","5.20
2.18
16.18","5.85
2.32
16.88","6.18
2.48
17.53","6.70
2.54
18.39","7.14
2.75
19.23","7.50
2.89
19.86","7.74
3.03
20.50","8.13
3.17
21.31","8.68
3.30
22.04","9.12
3.46
22.78","10.01
3.60
23.51"
